epoch, train_loss_D, train_loss_G,train_Acc, val_Acc, cm00, cm01, cm02, cm10, cm11, cm12, cm20, cm21, cm22
346, 0.323445, 0.003735, 0.933333, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
347, 0.332372, 0.009385, 0.944444, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
348, 0.327771, 0.003097, 0.911111, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
349, 0.317485, 0.001781, 0.900000, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
350, 0.265640, 0.005711, 0.955556, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
351, 0.361098, 0.002479, 0.911111, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
352, 0.348557, 0.004874, 0.888889, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
353, 0.283007, 0.010504, 0.911111, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
354, 0.321771, 0.016506, 0.922222, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
355, 0.298642, 0.017908, 0.922222, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
356, 0.331556, 0.022004, 0.911111, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
357, 0.310979, 0.020197, 0.888889, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
358, 0.253238, 0.023509, 0.977778, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
359, 0.289881, 0.020561, 0.955556, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
360, 0.349169, 0.015148, 0.888889, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
361, 0.362857, 0.026260, 0.944444, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
362, 0.291769, 0.025416, 0.900000, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
363, 0.383531, 0.002947, 0.966667, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
364, 0.368235, 0.012213, 0.955556, 0.733333, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
365, 0.237929, 0.010543, 0.933333, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
366, 0.287899, 0.011260, 0.922222, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
367, 0.445417, 0.008504, 0.944444, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
368, 0.400452, 0.013720, 0.933333, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
369, 0.320435, 0.007470, 0.966667, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
370, 0.338261, 0.005130, 0.966667, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
371, 0.304969, 0.008182, 0.944444, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
372, 0.379423, 0.006694, 0.844444, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
373, 0.244383, 0.005128, 0.900000, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
374, 0.311554, 0.020014, 0.855556, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
375, 0.330064, 0.013340, 0.933333, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
376, 0.317128, 0.008731, 0.900000, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
377, 0.280077, 0.009990, 0.944444, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
378, 0.295582, 0.006389, 0.911111, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
379, 0.267543, 0.005163, 0.922222, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
380, 0.343945, 0.010297, 0.922222, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
381, 0.247513, 0.011213, 0.900000, 0.748148, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 18.000000, 2.000000, 70.000000
382, 0.340009, 0.012234, 0.955556, 0.748148, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 18.000000, 2.000000, 70.000000
383, 0.279235, 0.006907, 0.900000, 0.748148, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 18.000000, 2.000000, 70.000000
384, 0.251713, 0.010390, 0.855556, 0.748148, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 18.000000, 2.000000, 70.000000
385, 0.311320, 0.007349, 0.922222, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
386, 0.234396, 0.013346, 0.944444, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
387, 0.292372, 0.015634, 0.955556, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
388, 0.206383, 0.014985, 0.977778, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
389, 0.275863, 0.017604, 0.944444, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
390, 0.314734, 0.003366, 0.900000, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
391, 0.303894, 0.006342, 0.922222, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
392, 0.298101, 0.005604, 0.933333, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
393, 0.253797, 0.007552, 0.955556, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
394, 0.333191, 0.007596, 0.911111, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
395, 0.256997, 0.002899, 0.944444, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
396, 0.236739, 0.003438, 0.888889, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
397, 0.300307, 0.007401, 0.900000, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
398, 0.268991, 0.009297, 0.911111, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
399, 0.338141, 0.005338, 0.844444, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
400, 0.398604, 0.010756, 0.955556, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
401, 0.293996, 0.006203, 0.900000, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
402, 0.292304, 0.011366, 0.944444, 0.725926, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 22.000000, 2.000000, 66.000000
403, 0.366850, 0.006677, 0.933333, 0.725926, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 22.000000, 2.000000, 66.000000
